证券代码,证券名称,"区间成交均价
[起始交易日期]    截止日52周前
[截止交易日期]    最新
[复权方式]    不复权
[单位]    元","区间涨跌幅
[起始交易日期]    截止日52周前
[截止交易日期]    最新
[复权方式]    不复权
[单位]    %","区间日均涨跌幅
[起始交易日期]    截止日52周前
[截止交易日期]    最新
[复权方式]    不复权
[单位]    %","区间换手率
[起始交易日期]    截止日52周前
[截止交易日期]    最新
[单位]    %","区间日均换手率
[起始交易日期]    截止日52周前
[截止交易日期]    最新
[单位]    %","区间成交量
[起始交易日期]    截止日52周前
[截止交易日期]    最新","区间日均成交量
[起始交易日期]    截止日52周前
[截止交易日期]    最新","区间成交额
[起始交易日期]    截止日52周前
[截止交易日期]    最新","区间日均成交额
[起始交易日期]    截止日52周前
[截止交易日期]    最新","区间振幅
[起始交易日期]    截止日52周前
[截止交易日期]    最新
[单位]    %","相对大盘区间涨跌幅
[起始交易日期]    截止日52周前
[截止交易日期]    最新
[大盘指数选项]    上证指数
[复权方式]    不复权
[单位]    %"
603119.SH,浙江荣泰,24.9419,-49.7922,-0.1451,1394.6511,5.7630,984091114.0000,4066492.2066,24545097373.0000,101426022.2025,0.0000,-37.7364
603121.SH,华培动力,8.5158,-8.7010,0.0153,803.1377,3.3188,2718891778.0000,11235089.9917,23153412169.0000,95675256.8967,0.0000,3.3549
603122.SH,合富中国,7.5625,-43.3610,-0.1816,1245.2591,5.1457,2230442643.0000,9216705.1364,16867680526.0000,69701159.1983,0.0000,-31.3051
603123.SH,翠微股份,11.6101,-43.1481,-0.1816,875.6759,3.6185,5711823065.0000,23602574.6488,66314761177.0000,274027938.7479,0.0000,-31.0923
603125.SH,常青科技,28.5003,-45.2854,-0.0555,1518.0854,6.2731,792418380.0000,3274456.1157,22584145237.0000,93322914.2025,0.0000,-33.2296
603126.SH,中材节能,6.4477,-29.9078,-0.1108,395.7184,1.6352,2415860713.0000,9982895.5083,15576822582.0000,64367035.4628,0.0000,-17.8519
603127.SH,昭衍新药,20.1629,-45.4385,-0.1937,504.0841,2.0830,3178159851.0000,13132891.9463,64081035899.0000,264797669.0041,0.0000,-33.3826
603128.SH,华贸物流,7.0327,-41.0753,-0.1691,284.0615,1.1738,3733143968.0000,15426214.7438,26254119505.0000,108488097.1281,0.0000,-29.0194
603129.SH,春风动力,121.0875,-6.4951,0.0194,227.8229,0.9414,343295051.0000,1418574.5909,41568727355.0000,171771600.6405,0.0000,5.5607
603130.SH,云中马,21.1675,-18.6780,-0.0507,774.3257,3.1997,338060283.0000,1396943.3182,7155898226.0000,29569827.3802,0.0000,-6.6222
603131.SH,上海沪工,15.2869,10.7752,0.1341,1413.8467,5.8423,4495884280.0000,18578034.2149,68727987454.0000,283999948.1570,0.0000,22.8311
603132.SH,金徽股份,13.1221,-12.9081,-0.0154,550.8418,2.2762,879143555.0000,3632824.6074,11536198977.0000,47670243.7066,0.0000,-0.8523
603135.SH,中重科技,16.2818,-54.6494,-0.1461,960.6916,3.9698,931539959.0000,3849338.6736,15167118877.0000,62674044.9463,0.0000,-42.5935
603136.SH,天目湖,18.0840,-57.2494,-0.1485,441.6091,1.8248,870727876.0000,3598049.0744,15746209401.0000,65066980.9959,0.0000,-45.1935
603137.SH,恒尚节能,18.6715,-47.2826,-0.0856,1368.2236,5.6538,484586351.0000,2002422.9380,9047959480.0000,37388262.3140,0.0000,-35.2267
603138.SH,海量数据,15.9500,-53.9188,-0.2680,576.1234,2.3807,1621965511.0000,6702336.8223,25870331045.0000,106902194.4008,0.0000,-41.8629
603139.SH,康惠制药,16.5815,-20.6995,-0.0278,686.8065,2.8380,685982353.0000,2834637.8223,11374590860.0000,47002441.5702,0.0000,-8.6437
603150.SH,万朗磁塑,27.5700,-9.0000,-0.0093,555.3264,2.2947,290161322.0000,1199013.7273,7999743144.0000,33056789.8512,0.0000,3.0559
603151.SH,邦基科技,13.1137,-39.9653,-0.1629,544.1059,2.2484,398596261.0000,1647091.9876,5227079170.0000,21599500.7025,0.0000,-27.9094
603153.SH,上海建科,19.2614,-8.8268,0.0330,2851.1999,11.7818,1891348881.0000,7815491.2438,36429958617.0000,150537019.0785,0.0000,3.2291
603155.SH,新亚强,15.0499,-56.7261,-0.1636,152.8521,0.6316,392640622.0000,1622481.9091,5909197590.0000,24418171.8595,0.0000,-44.6702
603156.SH,养元饮品,23.5423,-17.0089,-0.0353,65.0886,0.2690,823692429.0000,3403687.7231,19391601404.0000,80130584.3141,0.0000,-4.9530
603158.SH,腾龙股份,9.1163,-6.2069,0.0389,1142.0635,4.7193,5605239669.0000,23162147.3926,51099155929.0000,211153536.8967,0.0000,5.8490
603159.SH,上海亚虹,13.7770,-29.7509,-0.0982,312.1251,1.2898,436975207.0000,1805682.6736,6020209276.0000,24876897.8347,0.0000,-17.6950
603160.SH,汇顶科技,65.4905,5.9747,0.0558,303.6325,1.2547,1390629507.0000,5746402.9215,91072977689.0000,376334618.5496,0.0000,18.0306
603161.SH,科华控股,16.0468,-39.4875,-0.0061,873.7549,3.6867,1180038047.0000,4979063.4895,18935884079.0000,79898245.0591,0.0000,-27.4316
603162.SH,海通发展,15.1669,-48.8320,-0.0595,1782.0722,7.3639,1477782976.0000,6106541.2231,22413327292.0000,92617054.9256,0.0000,-36.7762
603163.SH,圣晖集成,33.1070,-37.8800,-0.1454,1142.4223,4.7208,372414164.0000,1538901.5041,12329502262.0000,50948356.4545,0.0000,-25.8241
603165.SH,荣晟环保,12.1890,-35.9593,-0.1416,320.7834,1.3256,893163153.0000,3690756.8306,10886768907.0000,44986648.3760,0.0000,-23.9035
603166.SH,福达股份,6.1376,-26.1206,-0.0762,329.0095,1.3595,2126087880.0000,8785487.1074,13049004385.0000,53921505.7231,0.0000,-14.0647
603167.SH,渤海轮渡,8.7859,7.3306,0.0781,408.9632,1.6899,1918628146.0000,7928215.4793,16856859303.0000,69656443.4008,0.0000,19.3864
603168.SH,莎普爱思,10.6758,-24.1648,-0.0428,1256.4539,5.1920,4053226004.0000,16748867.7851,43271269750.0000,178806899.7934,0.0000,-12.1089
603169.SH,兰石重装,5.5949,-35.0877,-0.1511,210.8946,0.8715,2754899052.0000,11383880.3802,15413459606.0000,63691981.8430,0.0000,-23.0318
603170.SH,宝立食品,16.4442,-42.9212,-0.1898,391.3562,1.6172,621512812.0000,2568234.7603,10220300447.0000,42232646.4752,0.0000,-30.8654
603171.SH,税友股份,28.7864,-40.4021,-0.1584,652.9879,2.6983,915654020.0000,3783694.2975,26358380100.0000,108918926.0331,0.0000,-28.3462
603172.SH,万丰股份,15.7977,0.7370,0.0612,2807.8622,11.6027,1072291761.0000,4430957.6901,16939735335.0000,69998906.3430,0.0000,12.7928
603173.SH,福斯达,23.1182,-21.9144,-0.0587,1036.8096,4.2843,463762546.0000,1916374.1570,10721343221.0000,44303071.1612,0.0000,-9.8586
603176.SH,汇通集团,5.1876,-45.2096,-0.2072,473.9809,1.9586,710956170.0000,2937835.4132,3688155403.0000,15240311.5826,0.0000,-33.1537
603177.SH,德创环保,9.7761,-47.0060,-0.2117,326.8547,1.3506,667411117.0000,2757897.1777,6524702219.0000,26961579.4174,0.0000,-34.9501
603178.SH,圣龙股份,34.4665,77.8475,0.3576,1641.1535,6.7816,3879881931.0000,16032569.9628,133725971318.0000,552586658.3388,0.0000,89.9034
603179.SH,新泉股份,45.4803,-26.5655,-0.0969,181.2620,0.7490,883293591.0000,3649973.5165,40172481680.0000,166001990.4132,0.0000,-14.5096
603180.SH,金牌家居,23.9879,-43.2608,-0.1930,206.9645,0.8552,319257154.0000,1319244.4380,7658300582.0000,31645870.1736,0.0000,-31.2049
603181.SH,皇马科技,10.1351,-24.7312,-0.0950,76.0733,0.3144,447843279.0000,1850592.0620,4538936448.0000,18755935.7355,0.0000,-12.6753
603182.SH,嘉华股份,12.8354,-37.2810,-0.1462,523.5940,2.1636,438386805.0000,1811515.7231,5626858513.0000,23251481.4587,0.0000,-25.2251
603183.SH,建研院,3.9811,-35.6863,-0.1429,450.7322,1.8625,2247558136.0000,9287430.3140,8947856156.0000,36974612.2149,0.0000,-23.6304
603185.SH,弘元绿能,27.5032,-70.0341,-0.4578,261.1227,1.0790,1509701479.0000,6238435.8636,41521607875.0000,171576892.0455,0.0000,-57.9782
603186.SH,华正新材,27.9536,-43.4431,-0.1661,762.9590,3.1527,1083206192.0000,4476058.6446,30279523505.0000,125121997.9545,0.0000,-31.3872
603187.SH,海容冷链,14.5748,-40.0985,-0.1759,259.2655,1.0713,997029979.0000,4119958.5909,14531472888.0000,60047408.6281,0.0000,-28.0426
603188.SH,亚邦股份,3.1798,-30.9973,-0.0880,495.3946,2.0471,2824591185.0000,11671864.4008,8981528311.0000,37113753.3512,0.0000,-18.9414
603189.SH,网达软件,14.9539,-25.3324,-0.0441,931.8066,3.8504,2511669191.0000,10378798.3099,37559170102.0000,155203182.2397,0.0000,-13.2765
603190.SH,亚通精工,29.5200,-27.3047,-0.0670,1933.3065,7.9889,655116647.0000,2707093.5826,19339031150.0000,79913351.8595,0.0000,-15.2488
603191.SH,望变电气,16.4434,-37.1932,-0.1524,1015.5060,4.1963,1900571852.0000,7853602.6942,31251927092.0000,129140194.5950,0.0000,-25.1373
603192.SH,汇得科技,16.3960,-35.8037,-0.1354,286.8425,1.1853,397754924.0000,1643615.3884,6521575899.0000,26948660.7397,0.0000,-23.7478
603193.SH,润本股份,17.8605,-0.6904,0.0742,1686.1881,8.3890,998445276.0000,4967389.4328,17832723497.0000,88720017.3980,0.0000,-14.6527
603195.SH,公牛集团,96.4991,-32.9159,0.0106,35.9428,0.1485,350379369.0000,1447848.6322,33811287507.0000,139716064.0785,0.0000,-20.8600
603196.SH,日播时尚,11.7766,-65.4573,-0.3811,400.1431,1.6535,950965148.0000,3929608.0496,11199154017.0000,46277495.9380,0.0000,-53.4015
603197.SH,保隆科技,46.5628,-49.6955,-0.2395,401.0678,1.6573,841788572.0000,3478465.1736,39196058904.0000,161967185.5537,0.0000,-37.6396
603198.SH,迎驾贡酒,64.5611,-25.9773,-0.0873,109.5954,0.4529,876762967.0000,3622987.4669,56604802410.0000,233904142.1901,0.0000,-13.9215
603199.SH,九华旅游,31.7519,0.4378,0.0514,761.5654,3.1470,842900598.0000,3483060.3223,26763670986.0000,110593681.7603,0.0000,12.4936
603200.SH,上海洗霸,20.9744,-4.2726,0.0341,599.6281,2.4778,1049347080.0000,4336144.9587,22009397728.0000,90947924.4959,0.0000,7.7833
603201.SH,常润股份,23.8633,-34.0455,0.0097,614.9065,2.5409,293446171.0000,1212587.4835,7002607609.0000,28936395.0785,0.0000,-21.9896
603203.SH,快克智能,23.5316,-24.1626,-0.0703,186.2730,0.7697,463676679.0000,1916019.3347,10911073183.0000,45087079.2686,0.0000,-12.1067
603206.SH,嘉环科技,17.2809,-32.3870,-0.1026,1648.2356,6.8109,1437261258.0000,5939096.1074,24837162541.0000,102632903.0620,0.0000,-20.3311
603208.SH,江山欧派,28.5812,-55.9563,-0.2695,252.1119,1.0418,446673448.0000,1845758.0496,12766472754.0000,52754019.6446,0.0000,-43.9004
603209.SH,兴通股份,15.4557,-34.7368,-0.1411,408.5247,1.6881,746778271.0000,3085860.6240,11541952847.0000,47694020.0289,0.0000,-22.6810
603211.SH,晋拓股份,17.1853,-4.0984,0.0586,3247.1387,13.4179,2206495688.0000,9117750.7769,37919385620.0000,156691676.1157,0.0000,7.9575
603212.SH,赛伍技术,14.4791,-43.9116,-0.1907,573.7441,2.3708,2510076644.0000,10372217.5372,36343634707.0000,150180308.7066,0.0000,-31.8558
603213.SH,镇洋发展,10.2577,-37.9949,-0.1391,551.9818,2.2809,859958524.0000,3553547.6198,8821229782.0000,36451362.7355,0.0000,-25.9391
603214.SH,爱婴室,13.9218,-34.1978,-0.1283,424.5769,1.7545,594805407.0000,2457873.5826,8280765529.0000,34218039.3760,0.0000,-22.1420
603215.SH,比依股份,17.2405,-35.1906,-0.1337,1137.8246,4.7018,801758446.0000,3313051.4298,13822754455.0000,57118820.0620,0.0000,-23.1347
603216.SH,梦天家居,11.5659,-32.5959,-0.1033,983.1385,4.0626,554242132.0000,2290256.7438,6410311494.0000,26488890.4711,0.0000,-20.5400
603217.SH,元利科技,17.0989,-42.2045,-0.1765,271.2854,1.1210,560897964.0000,2317760.1818,9590759058.0000,39631235.7769,0.0000,-30.1487
603218.SH,日月股份,12.2070,-42.4594,-0.1878,299.4228,1.2373,2915310631.0000,12046738.1446,35587268003.0000,147054826.4587,0.0000,-30.4035
603219.SH,富佳股份,14.1592,7.3668,0.1025,1220.7905,5.0446,1895707489.0000,7833502.0207,26841695046.0000,110916095.2314,0.0000,19.4226
603220.SH,中贝通信,31.9262,14.2512,0.2631,2529.6768,10.4532,8487455553.0000,35072130.3843,270971911986.0000,1119718644.5702,0.0000,26.3071
603221.SH,爱丽家居,9.7084,0.5580,0.0795,527.0105,2.1777,1264825224.0000,5226550.5124,12279454139.0000,50741546.0289,0.0000,12.6139
603222.SH,济民医疗,7.5415,-39.7303,-0.1692,355.5523,1.4692,1910160164.0000,7893223.8182,14405510350.0000,59526902.2727,0.0000,-27.6744
603223.SH,恒通股份,9.3386,-39.2489,-0.1671,198.1839,0.8189,1096334232.0000,4530306.7438,10238230439.0000,42306737.3512,0.0000,-27.1930
603225.SH,新凤鸣,13.7968,-2.2065,0.0234,175.5970,0.7256,2682786177.0000,11085893.2934,37013801262.0000,152949591.9917,0.0000,9.8494
603226.SH,菲林格尔,5.0067,-41.0714,-0.1596,491.8832,2.0326,1748604246.0000,7225637.3802,8754706330.0000,36176472.4380,0.0000,-29.0156
603227.SH,雪峰科技,7.1226,-16.0694,-0.0338,223.3654,0.9307,1976341491.0000,8234756.2125,14076622099.0000,58652592.0792,0.0000,-4.0135
603228.SH,景旺电子,25.1091,3.2118,0.0619,266.4281,1.1009,2273740676.0000,9395622.6281,57091689489.0000,235916072.2686,0.0000,15.2677
603229.SH,奥翔药业,12.1260,-47.0671,-0.0884,226.5549,0.9362,1382376919.0000,5712301.3182,16762639455.0000,69267105.1859,0.0000,-35.0113
603230.SH,内蒙新华,14.2649,-11.5292,0.0166,2219.5572,9.1717,1984306337.0000,8199612.9628,28305901425.0000,116966534.8141,0.0000,0.5267
603231.SH,索宝蛋白,21.4444,-23.5322,-0.0472,2180.4109,13.8001,1024273448.0000,6482743.3418,21964910168.0000,139018418.7848,0.0000,-40.0659
603232.SH,格尔软件,12.4354,-31.0707,-0.0849,781.9658,3.2313,1824435512.0000,7538989.7190,22687632939.0000,93750549.3347,0.0000,-19.0148
603233.SH,大参林,20.7574,-53.4974,-0.2886,151.5553,0.6263,1725374877.0000,7129648.2521,35814359537.0000,147993221.2273,0.0000,-41.4415
603235.SH,天新药业,25.5424,-8.9423,-0.0141,261.1954,1.0793,203529901.0000,841032.6488,5198647371.0000,21482013.9298,0.0000,3.1136
603236.SH,移远通信,45.2527,-20.1284,-0.0490,510.2849,2.1086,1350085882.0000,5578867.2810,61094966608.0000,252458539.7025,0.0000,-8.0725
603237.SH,五芳斋,28.2009,-48.2688,-0.1057,324.1787,1.3396,251830541.0000,1040622.0702,7101848211.0000,29346480.2107,0.0000,-36.2130
603238.SH,诺邦股份,12.2144,-24.6993,-0.0716,342.5420,1.4155,608042849.0000,2512573.7562,7426907035.0000,30689698.4917,0.0000,-12.6434
603239.SH,浙江仙通,15.5299,-11.3300,0.0016,416.2350,1.7200,1126831447.0000,4656328.2934,17499609177.0000,72312434.6157,0.0000,0.7258
603255.SH,鼎际得,33.7994,-39.6523,-0.1819,333.0528,1.3763,198524051.0000,820347.3182,6709993111.0000,27727244.2603,0.0000,-27.5965
603256.SH,宏和科技,7.8077,-16.0830,0.0091,257.7712,1.0652,2267683919.0000,9370594.7066,17705292304.0000,73162364.8926,0.0000,-4.0271
603258.SH,电魂网络,23.5800,-52.8875,-0.2510,671.8198,2.7761,1641859667.0000,6784544.0785,38715121378.0000,159979840.4050,0.0000,-40.8317
603259.SH,药明康德,53.1477,-47.4018,-0.2168,453.6202,1.8745,11570146799.0000,47810523.9628,614927214489.0000,2541021547.4752,0.0000,-35.3459
603260.SH,合盛硅业,52.1388,-33.3719,-0.1436,60.3655,0.2494,649493483.0000,2683857.3678,33863779198.0000,139932971.8926,0.0000,-21.3161
603261.SH,立航科技,35.0344,-8.1607,0.0595,2835.7539,11.7180,744809438.0000,3077724.9504,26093975448.0000,107826344.8265,0.0000,3.8951
603266.SH,天龙股份,25.0072,14.7298,0.1657,1277.1622,5.2775,2540106476.0000,10496307.7521,63521033852.0000,262483610.9587,0.0000,26.7857
603267.SH,鸿远电子,43.7281,-39.6325,-0.1566,544.8218,2.2513,1263145463.0000,5219609.3512,55234997243.0000,228243790.2603,0.0000,-27.5766
603268.SH,松发股份,17.1812,-43.8798,-0.1839,322.9603,1.3345,401015925.0000,1657090.5992,6889932394.0000,28470795.0165,0.0000,-31.8239
603269.SH,海鸥股份,12.6128,-41.4232,-0.0085,799.1655,3.3023,1336599707.0000,5523139.2851,16858323948.0000,69662495.6529,0.0000,-29.3673
603270.SH,金帝股份,31.2616,-15.2503,0.1803,3006.5818,13.2449,1484145510.0000,6538085.9471,46396817957.0000,204391268.5330,0.0000,-53.1266
603272.SH,联翔股份,13.3412,-49.3271,-0.2218,1051.9205,4.3468,444344150.0000,1836132.8512,5928095311.0000,24496261.6157,0.0000,-37.2712
603273.SH,天元智能,26.3684,76.5263,0.8332,3661.1601,18.5846,1927216360.0000,9782824.1624,50817632996.0000,257957527.8985,0.0000,-24.0816
603275.SH,众辰科技,45.6401,-41.9652,-0.1791,1224.5005,5.2329,448013446.0000,1914587.3761,20447381698.0000,87381973.0684,0.0000,-48.0641
603276.SH,恒兴新材,23.0785,-47.1823,-0.1032,2402.0452,11.3841,927457186.0000,4395531.6872,21404315037.0000,101442251.3602,0.0000,-47.3673
603277.SH,银都股份,27.4802,-3.4691,0.0184,68.0230,0.2811,284332500.0000,1174927.6860,7813500269.0000,32287191.1942,0.0000,8.5867
603278.SH,大业股份,9.8546,-54.7967,-0.2547,606.0146,2.5042,1979353130.0000,8179145.1653,19505763123.0000,80602326.9545,0.0000,-42.7409
603279.SH,景津装备,21.6559,-41.1689,-0.1750,159.9071,0.6608,910408206.0000,3762017.3802,19715700452.0000,81469836.5785,0.0000,-29.1130
603280.SH,南方路机,23.0358,-22.6891,-0.0487,2423.8384,10.0159,671519222.0000,2774872.8182,15468979074.0000,63921401.1322,0.0000,-10.6332
603281.SH,江瀚新材,25.7767,-23.7013,-0.0795,218.6113,0.9034,311963451.0000,1289105.1694,8041384209.0000,33228860.3678,0.0000,-11.6454
603282.SH,亚光股份,23.8177,-48.3729,-0.2280,616.7044,2.5484,239583333.0000,990013.7727,5706331568.0000,23579882.5124,0.0000,-36.3170
603283.SH,赛腾股份,69.0015,46.3300,0.2206,859.7015,3.5525,1602021499.0000,6619923.5496,110541946126.0000,456784901.3471,0.0000,58.3859
603285.SH,键邦股份,28.5412,18.8204,2.6945,644.4283,24.7857,252596672.0000,9715256.6154,7209424599.0000,277285561.5000,0.0000,-46.0832
603286.SH,日盈电子,21.4439,-10.3017,0.0502,2060.5152,8.5145,1950687552.0000,8060692.3636,41830370695.0000,172852771.4669,0.0000,1.7542
603288.SH,海天味业,37.4924,-23.0152,-0.0853,47.2899,0.1954,2629604996.0000,10866136.3471,98590129439.0000,407397229.0868,0.0000,-10.9593
603289.SH,泰瑞机器,9.4636,-21.3347,-0.0432,593.2291,2.4514,1626286597.0000,6720192.5496,15390457167.0000,63596930.4421,0.0000,-9.2788
603290.SH,斯达半导,132.3806,-60.2295,-0.1966,356.8193,1.4745,691299483.0000,2856609.4339,91514638635.0000,378159663.7810,0.0000,-48.1737
603291.SH,联合水务,15.8480,-42.3556,-0.1777,2371.1182,9.7980,1223784207.0000,5056959.5331,19394569071.0000,80142847.4008,0.0000,-30.2997
603296.SH,华勤技术,70.8432,-36.5847,-0.0087,1060.8614,4.3837,678194939.0000,2802458.4256,48045491128.0000,198535087.3058,0.0000,-24.5288
603297.SH,永新光学,79.8054,-34.8819,-0.1360,204.4925,0.8450,225690673.0000,932606.0868,18011344387.0000,74427042.9215,0.0000,-22.8260
603298.SH,杭叉集团,24.1883,-35.7342,-0.0081,152.4448,0.6299,1546565685.0000,6390767.2934,37408831185.0000,154581947.0455,0.0000,-23.6783
603299.SH,苏盐井神,9.4489,-2.6804,0.0250,267.0234,1.1034,2059011300.0000,8508311.1570,19455417247.0000,80394286.1446,0.0000,9.3755
603300.SH,华铁应急,6.0854,-21.1570,-0.0714,256.4138,1.0684,4734131104.0000,19725546.2667,28808957623.0000,120037323.4292,0.0000,-9.1012
603301.SH,振德医疗,23.0144,-28.3484,-0.0950,156.4633,0.6465,372608335.0000,1539703.8636,8575347110.0000,35435318.6364,0.0000,-16.2925
603303.SH,得邦照明,12.4012,-7.0283,0.0052,98.2841,0.4061,468760514.0000,1937026.9174,5813174929.0000,24021384.0041,0.0000,5.0276
603305.SH,旭升集团,16.6053,-60.5797,-0.3342,305.8570,1.2639,2854303120.0000,11794640.9917,47396575418.0000,195853617.4297,0.0000,-48.5238
603306.SH,华懋科技,25.9192,-36.3734,-0.1340,648.2887,2.6789,2112570975.0000,8729632.1281,54756196312.0000,226265274.0165,0.0000,-24.3175
603307.SH,扬州金泉,42.6654,-31.5386,-0.1129,926.3089,3.8277,156139641.0000,645205.1281,6661766570.0000,27527961.0331,0.0000,-19.4827
603308.SH,应流股份,13.4752,-25.1753,-0.0718,317.7337,1.3129,2167360685.0000,8956035.8884,29205512732.0000,120683936.9091,0.0000,-13.1194
603309.SH,维力医疗,12.6381,-10.0939,0.0116,405.0962,1.6740,1179752351.0000,4875009.7149,14909821526.0000,61610832.7521,0.0000,1.9620
603311.SH,金海高科,9.6120,-23.3544,-0.0673,278.9858,1.1528,658082678.0000,2719349.9091,6325490042.0000,26138388.6033,0.0000,-11.2985
603312.SH,西典新能,32.0654,-3.4804,0.1258,2193.9890,15.6713,749094376.0000,5350674.1143,24020044111.0000,171571743.6500,0.0000,-31.9825
603313.SH,梦百合,9.3876,-42.4324,-0.2025,245.8800,1.0160,1254261415.0000,5182898.4091,11774516964.0000,48655028.7769,0.0000,-30.3766
603315.SH,福鞍股份,11.9026,-14.7727,-0.0111,343.8586,1.4209,1055736100.0000,4362545.8678,12565971555.0000,51925502.2934,0.0000,-2.7169
603316.SH,诚邦股份,5.3185,-46.9417,-0.2009,554.1463,2.2899,1464409222.0000,6051277.7769,7788422862.0000,32183565.5455,0.0000,-34.8858
603317.SH,天味食品,12.8856,-30.6833,-0.1182,115.6464,0.4779,1225314320.0000,5063282.3140,15788930370.0000,65243513.9256,0.0000,-18.6274
603318.SH,水发燃气,7.6474,-33.3717,-0.1391,492.8896,2.0367,1893810585.0000,7825663.5744,14482774640.0000,59846176.1983,0.0000,-21.3158
603319.SH,湘油泵,17.0579,-10.8108,0.0028,664.3771,2.7454,1376103062.0000,5686376.2893,23473415322.0000,96997583.9752,0.0000,1.2451
603320.SH,迪贝电气,14.1096,-5.1449,0.0453,657.8854,2.7185,856000720.0000,3537193.0579,12077806506.0000,49908291.3471,0.0000,6.9109
603321.SH,梅轮电梯,7.2092,-16.4219,-0.0291,303.3688,1.2536,931342227.0000,3848521.5992,6714186235.0000,27744571.2190,0.0000,-4.3660
603322.SH,超讯通信,32.3995,5.2301,0.0938,1302.7003,5.3831,2041698955.0000,8436772.5413,66150094030.0000,273347495.9917,0.0000,17.2860
603323.SH,苏农银行,4.5716,-0.4376,0.0216,354.0883,1.4632,5477677519.0000,22635031.0702,25041874120.0000,103478818.6777,0.0000,11.6182
603324.SH,盛剑科技,28.8396,-31.6545,-0.0193,907.5607,3.7503,552696711.0000,2283870.7066,15939571507.0000,65865997.9628,0.0000,-19.5986
603325.SH,博隆技术,72.0751,-12.8761,-0.0307,1098.3277,7.7896,179537397.0000,1273314.8723,12940181928.0000,91774339.9149,0.0000,-25.1293
603326.SH,我乐家居,9.8046,-31.3968,-0.0692,851.4244,3.5183,2686351989.0000,11100628.0537,26338563079.0000,108837037.5165,0.0000,-19.3409
603327.SH,福蓉科技,15.4127,-8.4060,0.0844,549.3507,2.2700,3764016555.0000,15553787.4174,58013583336.0000,239725550.9752,0.0000,3.6498
603328.SH,依顿电子,7.4859,-9.9099,-0.0014,367.8037,1.5199,3672309202.0000,15174831.4132,27490446861.0000,113596887.8554,0.0000,2.1460
603329.SH,上海雅仕,14.3315,-13.0609,-0.0068,613.5040,2.5777,973975685.0000,4092334.8109,13958564458.0000,58649430.4958,0.0000,-1.0050
603330.SH,天洋新材,6.8438,-46.0137,-0.1973,544.5963,2.2504,2323767345.0000,9602344.4008,15903364005.0000,65716380.1860,0.0000,-33.9578
603331.SH,百达精工,11.8389,-35.5440,-0.1357,403.6043,1.6678,813727600.0000,3362510.7438,9633636612.0000,39808415.7521,0.0000,-23.4881
