证券代码,证券名称,"区间成交均价
[起始交易日期]    截止日52周前
[截止交易日期]    最新
[复权方式]    不复权
[单位]    元","区间涨跌幅
[起始交易日期]    截止日52周前
[截止交易日期]    最新
[复权方式]    不复权
[单位]    %","区间日均涨跌幅
[起始交易日期]    截止日52周前
[截止交易日期]    最新
[复权方式]    不复权
[单位]    %","区间换手率
[起始交易日期]    截止日52周前
[截止交易日期]    最新
[单位]    %","区间日均换手率
[起始交易日期]    截止日52周前
[截止交易日期]    最新
[单位]    %","区间成交量
[起始交易日期]    截止日52周前
[截止交易日期]    最新","区间日均成交量
[起始交易日期]    截止日52周前
[截止交易日期]    最新","区间成交额
[起始交易日期]    截止日52周前
[截止交易日期]    最新","区间日均成交额
[起始交易日期]    截止日52周前
[截止交易日期]    最新","区间振幅
[起始交易日期]    截止日52周前
[截止交易日期]    最新
[单位]    %","相对大盘区间涨跌幅
[起始交易日期]    截止日52周前
[截止交易日期]    最新
[大盘指数选项]    上证指数
[复权方式]    不复权
[单位]    %"
300687.SZ,赛意信息,19.8666,-49.2952,-0.2335,662.6215,2.7381,2125315039.0000,8782293.5496,42222726883.3400,174474078.0303,0.0000,-37.2393
300688.SZ,创业黑马,28.3105,-20.5084,-0.0209,1359.3796,5.6173,1928889747.0000,7970618.7893,54607902636.0700,225652490.2317,0.0000,-8.4525
300689.SZ,澄天伟业,15.7038,-35.2858,-0.0975,496.5897,2.0520,500198593.0000,2066936.3347,7855004777.7800,32458697.4288,0.0000,-23.2300
300690.SZ,双一科技,21.0798,27.4900,0.2293,2343.8069,9.6852,2569947772.0000,10619618.8926,54173873631.7400,223858981.9493,0.0000,39.5459
300691.SZ,联合光电,18.5440,-22.9482,-0.0454,935.5007,3.8657,1837137666.0000,7591477.9587,34067923884.7400,140776544.9783,0.0000,-10.8923
300692.SZ,中环环保,5.7233,-37.2325,-0.1661,250.8948,1.0368,939802361.0000,3883480.8306,5378813142.4100,22226500.5885,0.0000,-25.1767
300693.SZ,盛弘股份,27.8943,-43.7272,-0.1873,1065.5896,4.4033,2649168543.0000,10946977.4504,73896690180.1200,305358223.8848,0.0000,-31.6713
300694.SZ,蠡湖股份,10.9599,-19.4956,-0.0437,567.9467,2.3469,1201679249.0000,4965616.7314,13170267869.1900,54422594.5008,0.0000,-7.4398
300695.SZ,兆丰股份,45.2437,-25.3012,-0.0901,136.9771,0.5660,97157685.0000,401478.0372,4395773768.5700,18164354.4156,0.0000,-13.2453
300696.SZ,爱乐达,15.7139,-40.7099,-0.1418,1022.0374,4.2233,1902333796.0000,7860883.4545,29893027166.0800,123524905.6450,0.0000,-28.6540
300697.SZ,电工合金,11.5000,-8.7236,0.0537,1034.4442,4.3464,2246377982.0000,9438562.9496,25833368448.4700,108543564.9095,0.0000,3.3323
300698.SZ,万马科技,33.2872,39.1770,0.1913,474.4120,1.9604,586235363.0000,2422460.1777,19514150638.9900,80636986.1115,0.0000,51.2328
300699.SZ,光威复材,27.0351,-0.9723,0.0295,306.3476,1.2659,2504568092.0000,10349454.9256,67711306373.7000,279798786.6682,0.0000,11.0836
300700.SZ,岱勒新材,12.4535,-66.3913,-0.2501,834.1496,3.4469,1711412449.0000,7071952.2686,21313070173.7300,88070537.9080,0.0000,-54.3355
300701.SZ,森霸传感,9.0854,-20.0418,-0.0352,519.7995,2.1479,1252525614.0000,5175725.6777,11379748103.8700,47023752.4953,0.0000,-7.9859
300702.SZ,天宇股份,19.2425,-29.8605,-0.1209,249.7164,1.0319,525218715.0000,2170325.2686,10106547168.1600,41762591.6040,0.0000,-17.8046
300703.SZ,创源股份,9.5091,-20.6755,-0.0490,580.3337,2.3981,966840601.0000,3995209.0950,9193824780.4900,37991011.4896,0.0000,-8.6197
300705.SZ,九典制药,28.9888,12.6699,0.2262,446.0179,1.8430,1024224063.0000,4232330.8388,29691026579.0500,122690192.4754,0.0000,24.7258
300706.SZ,阿石创,22.3704,-36.0014,-0.1347,844.5439,3.4899,956619041.0000,3952971.2438,21399932405.5600,88429472.7502,0.0000,-23.9455
300707.SZ,威唐工业,16.3762,-27.4619,-0.0504,1495.1623,6.1784,1880903399.0000,7772328.0950,30802076962.7400,127281309.7634,0.0000,-15.4060
300708.SZ,聚灿光电,9.8738,-19.7643,-0.0536,679.4882,2.8078,2922856527.0000,12077919.5331,28859705370.8000,119254980.8711,0.0000,-7.7084
300709.SZ,精研科技,30.0616,24.3534,0.1840,1933.8425,7.9911,2879096581.0000,11897093.3099,86550355805.4600,357646098.3697,0.0000,36.4093
300710.SZ,万隆光电,18.4519,-35.7626,-0.0967,787.9724,3.2561,688883282.0000,2846625.1322,12711197316.6800,52525608.7466,0.0000,-23.7068
300711.SZ,广哈通信,16.0709,17.3978,0.1855,1008.2850,4.1665,2500407221.0000,10332261.2438,40183872190.7100,166049058.6393,0.0000,29.4536
300712.SZ,永福股份,25.2918,-43.8444,-0.1897,248.4392,1.0266,463681715.0000,1916040.1446,11727354943.6000,48460144.3950,0.0000,-31.7885
300713.SZ,英可瑞,16.1168,-24.9191,0.0128,1943.3729,8.0305,1693481679.0000,6997858.1777,27293534325.4900,112783199.6921,0.0000,-12.8632
300715.SZ,凯伦股份,10.3803,-56.2543,-0.3086,128.0908,0.5293,364341473.0000,1505543.2769,3781975206.0600,15627996.7193,0.0000,-44.1984
300716.SZ,泉为科技,8.5499,-43.3029,-0.1011,911.3038,3.7657,1458268303.0000,6025902.0785,12468098142.0200,51521066.7026,0.0000,-31.2470
300717.SZ,华信新材,14.8305,-18.5759,-0.0236,479.5265,1.9815,488414068.0000,2018239.9504,7243406035.4600,29931429.8986,0.0000,-6.5200
300718.SZ,长盛轴承,16.0572,-35.0499,-0.1295,436.0912,1.8020,833054988.0000,3442375.9835,13376533149.0000,55274930.3678,0.0000,-22.9940
300719.SZ,安达维尔,17.0557,33.7438,0.2282,2021.6425,8.3539,3634327919.0000,15017883.9628,61986159286.1400,256141154.0750,0.0000,45.7997
300720.SZ,海川智能,14.3088,-9.6063,0.0203,440.8786,1.8218,764051573.0000,3157237.9050,10932659723.1600,45176279.8478,0.0000,2.4496
300721.SZ,怡达股份,13.6293,-31.0930,-0.0409,1138.3445,4.7039,1561363280.0000,6451914.3802,21280336460.3800,87935274.6297,0.0000,-19.0371
300722.SZ,新余国科,24.1500,-22.5408,0.0376,625.9921,2.5867,1503735066.0000,6213781.2645,36315182755.1800,150062738.6578,0.0000,-10.4849
300723.SZ,一品红,24.1652,-20.2621,-0.0403,442.8549,1.8300,1283590242.0000,5304091.9091,31018188027.9500,128174330.6940,0.0000,-8.2062
300724.SZ,捷佳伟创,66.1485,-50.3823,-0.2431,609.4664,2.5185,1669232025.0000,6897652.9959,110417256403.2700,456269654.5590,0.0000,-38.3264
300725.SZ,药石科技,35.9129,-43.8278,-0.1893,668.1264,2.7609,1125356926.0000,4650235.2314,40414792732.6600,167003275.7548,0.0000,-31.7719
300726.SZ,宏达电子,26.4086,-43.7883,-0.1961,451.8653,1.8672,965058548.0000,3987845.2397,25485850143.5300,105313430.3452,0.0000,-31.7325
300727.SZ,润禾材料,25.8467,-12.6725,0.0219,807.5915,3.3372,919904808.0000,3801259.5372,23776478203.3200,98249909.9311,0.0000,-0.6166
300729.SZ,乐歌股份,17.2223,-10.1290,0.0127,704.3452,2.9105,2082706644.0000,8606225.8017,35868970275.0400,148218885.4340,0.0000,1.9268
300730.SZ,科创信息,11.7711,-31.2920,-0.0592,1714.0142,7.0827,3363847472.0000,13900196.1653,39596167628.3200,163620527.3898,0.0000,-19.2361
300731.SZ,科创新源,18.8192,-26.3771,-0.0227,1291.6181,5.3373,1551891874.0000,6412776.3388,29205327335.5500,120683170.8081,0.0000,-14.3212
300732.SZ,设研院,8.1923,-26.0827,-0.0425,741.7176,3.0649,2400275332.0000,9918493.1074,19663703763.9400,81254974.2312,0.0000,-14.0268
300733.SZ,西菱动力,11.2001,-10.4907,0.0199,527.2627,2.1788,1221451800.0000,5047321.4876,13680418081.8200,56530653.2307,0.0000,1.5652
300735.SZ,光弘科技,22.9414,78.8293,0.3794,1625.7043,6.7178,12253043024.0000,50632409.1901,281101652939.5200,1161577078.2625,0.0000,90.8851
300736.SZ,百邦科技,12.8312,-35.4264,-0.1179,949.7504,3.9246,1222288246.0000,5050777.8760,15683366840.0300,64807300.9919,0.0000,-23.3705
300737.SZ,科顺股份,5.8293,-52.9475,-0.2684,406.5051,1.6798,3658389691.0000,15117312.7727,21326030798.0700,88124094.2069,0.0000,-40.8916
300738.SZ,奥飞数据,10.6645,-7.2727,0.0460,1126.7760,4.6561,10651372855.0000,44013937.4174,113591983617.8500,469388362.0572,0.0000,4.7831
300739.SZ,明阳电路,13.7801,-16.7151,0.0026,543.7325,2.2468,1608345786.0000,6646056.9669,22163191934.4600,91583437.7457,0.0000,-4.6592
300740.SZ,水羊股份,16.8341,-43.5538,-0.2015,526.4566,2.1754,1879914073.0000,7768239.9711,31646693704.7000,130771461.5897,0.0000,-31.4980
300741.SZ,华宝股份,19.4167,-34.3682,-0.1422,60.0852,0.2483,370051206.0000,1529137.2149,7185169014.8100,29690781.0529,0.0000,-22.3123
300743.SZ,天地数码,12.6403,-20.9381,-0.0290,689.0240,2.8472,838731425.0000,3465832.3347,10601854797.8900,43809317.3467,0.0000,-8.8823
300745.SZ,欣锐科技,20.9477,-64.5999,-0.3598,862.2405,3.5630,1111563981.0000,4593239.5909,23284660295.5100,96217604.5269,0.0000,-52.5441
300746.SZ,汉嘉设计,8.5499,-42.3391,-0.1426,476.1726,1.9677,1056551929.0000,4365917.0620,9033436317.9200,37328249.2476,0.0000,-30.2832
300747.SZ,锐科激光,21.3966,-40.3867,-0.1840,296.5489,1.2254,1510247435.0000,6240691.8802,32314094967.8700,133529318.0491,0.0000,-28.3308
300748.SZ,金力永磁,16.3915,-36.8421,-0.1562,286.5844,1.1842,3246597291.0000,13415691.2851,53216579227.9700,219903219.9503,0.0000,-24.7862
300749.SZ,顶固集创,7.8246,-38.8498,-0.1292,897.0377,3.7068,1393213869.0000,5757082.1033,10901388552.2800,45047060.1334,0.0000,-26.7939
300750.SZ,宁德时代,181.6614,-31.0345,-0.1207,137.4921,0.5681,5353299251.0000,22121071.2851,972487824732.7300,4018544730.3005,0.0000,-18.9786
300751.SZ,迈为股份,123.8595,-48.8591,-0.2298,334.6668,1.3829,641300008.0000,2650000.0331,79431100108.3200,328227686.3980,0.0000,-36.8032
300752.SZ,隆利科技,14.3124,-24.4572,-0.0439,733.0901,3.0293,1108575359.0000,4580889.9132,15866366608.2300,65563498.3811,0.0000,-12.4013
300753.SZ,爱朋医疗,13.5757,-30.7785,-0.0892,1160.1032,4.7938,939624849.0000,3882747.3099,12756061774.7500,52710999.0692,0.0000,-18.7226
300755.SZ,华致酒行,18.1689,-43.6941,-0.2103,144.4652,0.5970,601668029.0000,2486231.5248,10931661388.6100,45172154.4984,0.0000,-31.6382
300756.SZ,金马游乐,14.5773,-29.0730,-0.0863,735.5048,3.0393,816452088.0000,3373768.9587,11901633637.8800,49180304.2888,0.0000,-17.0171
300757.SZ,罗博特科,96.3006,19.2932,0.3747,1285.9359,5.5428,1421707110.0000,6128047.8879,136911200837.4500,590134486.3683,0.0000,31.3491
300758.SZ,七彩化学,11.3689,3.9918,0.0943,935.9888,3.8677,3069830848.0000,12685251.4380,34900488305.5000,144216893.8244,0.0000,16.0477
300759.SZ,康龙化成,25.3453,-31.4651,-0.1068,411.8241,1.7018,5869546040.0000,24254322.4793,148765598953.0200,614733879.9712,0.0000,-19.4092
300760.SZ,迈瑞医疗,282.2915,-3.8600,0.0043,74.8155,0.3092,907093410.0000,3748319.8760,256064749178.8700,1058118798.2598,0.0000,8.1959
300761.SZ,立华股份,20.5798,18.0097,0.0940,146.4588,0.6052,885251439.0000,3658063.7975,18218338245.9100,75282389.4459,0.0000,30.0656
300762.SZ,上海瀚讯,15.5810,5.1318,0.1297,1301.7162,5.3790,8174331901.0000,33778230.9959,127364254170.3600,526298570.9519,0.0000,17.1876
300763.SZ,锦浪科技,65.6626,-31.7531,-0.0934,715.3494,2.9560,2299825038.0000,9503409.2479,151012520487.9600,624018679.7023,0.0000,-19.6973
300765.SZ,新诺威,28.6129,90.6376,0.4611,360.2511,1.5528,3854153787.0000,16612731.8405,110278696587.9200,475339209.4307,0.0000,102.6935
300766.SZ,每日互动,14.3923,-43.6137,-0.1490,1191.6488,4.9242,4311819763.0000,17817437.0372,62056906725.7200,256433498.8666,0.0000,-31.5578
300767.SZ,震安科技,13.8851,-65.0021,-0.3823,617.2584,2.5507,1293396236.0000,5344612.5455,17958947105.4300,74210525.2290,0.0000,-52.9462
300768.SZ,迪普科技,12.9069,-31.6290,-0.1142,275.5350,1.1386,1125614828.0000,4651300.9421,14528235810.3400,60034032.2741,0.0000,-19.5731
300769.SZ,德方纳米,48.2247,-78.8285,-0.5774,831.9993,3.4380,2085591210.0000,8618145.4959,100577026274.3600,415607546.5883,0.0000,-66.7726
300770.SZ,新媒股份,38.6772,-21.4806,-0.0466,374.5149,1.5476,865347275.0000,3575815.1860,33469200827.4000,138302482.7578,0.0000,-9.4247
300771.SZ,智莱科技,10.0574,-28.2573,-0.0533,1140.5019,4.7128,2066579587.0000,8539585.0702,20784473721.7700,85886255.0486,0.0000,-16.2015
300772.SZ,运达股份,10.2480,-14.4522,-0.0308,301.0934,1.2442,2082819659.0000,8606692.8058,21344682967.6400,88201169.2878,0.0000,-2.3963
300773.SZ,拉卡拉,15.6322,-41.6667,-0.1787,372.9593,1.5412,2738772049.0000,11317239.8719,42813096322.1900,176913621.1661,0.0000,-29.6108
300774.SZ,倍杰特,9.7175,-45.0435,-0.1978,675.8662,2.7928,838731146.0000,3465831.1818,8150372165.4600,33679223.8242,0.0000,-32.9876
300775.SZ,三角防务,28.8669,-6.1852,0.0170,509.2072,2.1042,2707292237.0000,11187158.0041,78151088128.4100,322938380.6959,0.0000,5.8706
300776.SZ,帝尔激光,55.4566,-24.4332,-0.0619,715.7796,2.9578,1196203681.0000,4942990.4174,66337352028.0200,274121289.3720,0.0000,-12.3774
300777.SZ,中简科技,27.1986,-48.7923,-0.2326,342.9904,1.4173,1453324624.0000,6005473.6529,39528411990.3400,163340545.4146,0.0000,-36.7364
300778.SZ,新城市,12.7776,-44.6204,-0.1439,1011.1788,4.1784,2058734386.0000,8507166.8843,26305684009.4800,108701173.5929,0.0000,-32.5646
300779.SZ,惠城环保,49.2125,-20.8694,0.1059,622.5002,2.5723,702501955.0000,2902900.6405,34571869065.0800,142858963.0788,0.0000,-8.8135
300780.SZ,德恩精工,19.7432,-10.6149,0.0870,2521.3878,10.4190,2602253054.0000,10753111.7934,51376747742.4300,212300610.5059,0.0000,1.4410
300781.SZ,因赛集团,45.9984,91.6181,0.4402,3297.7609,13.6271,2674588075.0000,11052016.8388,123026885126.8800,508375558.3755,0.0000,103.6740
300782.SZ,卓胜微,105.9099,-42.8629,-0.1914,350.9802,1.4503,1563712938.0000,6461623.7107,165612635703.6300,684349734.3125,0.0000,-30.8070
300783.SZ,三只松鼠,20.3150,-13.8807,-0.0250,620.1208,2.5625,1734183673.0000,7166048.2355,35229864868.0200,145577954.0001,0.0000,-1.8249
300784.SZ,利安科技,76.4961,86.7491,5.9594,1091.3577,24.2524,153444896.0000,3409886.5778,11737929171.8400,260842870.4853,0.0000,-52.1889
300785.SZ,值得买,21.2578,-35.6852,-0.1054,1548.7644,6.3999,1762694809.0000,7283862.8471,37471065662.0400,154839114.3059,0.0000,-23.6293
300786.SZ,国林科技,14.5580,-37.9692,-0.1003,1182.8853,4.8880,1673106318.0000,6913662.4711,24357100852.6200,100649177.0769,0.0000,-25.9134
300787.SZ,海能实业,13.6207,-41.9158,-0.0747,576.3750,2.3817,874420663.0000,3613308.5248,11910258787.1800,49215945.4016,0.0000,-29.8600
300788.SZ,中信出版,29.6471,-21.2395,-0.0106,734.7126,3.0360,1397067063.0000,5773004.3926,41418972230.8700,171152777.8135,0.0000,-9.1837
300789.SZ,唐源电气,18.4725,-38.4119,-0.0333,586.3079,2.4228,462189212.0000,1909872.7769,8537802678.1300,35280176.3559,0.0000,-26.3560
300790.SZ,宇瞳光学,14.3120,-15.9554,-0.0165,725.5417,2.9981,1796342986.0000,7422904.9008,25709225252.6900,106236467.9863,0.0000,-3.8995
300791.SZ,仙乐健康,30.8296,-20.0612,0.0556,203.9344,0.8427,321139434.0000,1327022.4545,9900586077.4800,40911512.7169,0.0000,-8.0053
300792.SZ,壹网壹创,21.3300,-45.2782,-0.2061,429.4840,1.7747,896487927.0000,3704495.5661,19122107381.0700,79016972.6490,0.0000,-33.2223
300793.SZ,佳禾智能,16.3825,-37.1055,-0.1334,932.9339,3.8551,3077922967.0000,12718689.9463,50424003183.3500,208363649.5180,0.0000,-25.0497
300795.SZ,米奥会展,28.4687,-59.0035,-0.1497,384.5600,1.5891,397515224.0000,1642624.8926,11316747961.9600,46763421.3304,0.0000,-46.9476
300796.SZ,贝斯美,14.0858,-11.4828,-0.0127,405.5868,1.6760,1464747954.0000,6052677.4959,20632080000.9300,85256528.9295,0.0000,0.5731
300797.SZ,钢研纳克,12.0623,-21.6889,-0.0512,344.0658,1.4218,1281500305.0000,5295455.8058,15457889081.0900,63875574.7152,0.0000,-9.6330
300798.SZ,锦鸡股份,9.0918,-15.6535,0.0173,1022.4769,4.2251,3582170260.0000,14802356.4463,32568281870.1400,134579677.1493,0.0000,-3.5976
300800.SZ,力合科技,11.1762,-26.7319,-0.0776,340.8402,1.4084,535594111.0000,2213198.8058,5985888479.8300,24735076.3629,0.0000,-14.6761
300801.SZ,泰和科技,15.3981,-15.2542,-0.0273,379.2848,1.5673,514187708.0000,2124742.5950,7917538218.4400,32717100.0762,0.0000,-3.1984
300802.SZ,矩子科技,17.7730,-31.2902,-0.1114,314.0979,1.2979,604447938.0000,2497718.7521,10742834447.1000,44391877.8806,0.0000,-19.2343
300803.SZ,指南针,55.3991,-53.2614,-0.2622,749.8985,3.0988,3029717752.0000,12519494.8430,167843655659.7800,693568825.0404,0.0000,-41.2055
300804.SZ,广康生化,29.9212,-44.6288,-0.1800,1243.6722,5.1391,222550899.0000,919631.8140,6658991069.5900,27516492.0231,0.0000,-32.5729
300805.SZ,电声股份,8.5089,-13.8821,0.0389,1069.6538,4.4201,3071395333.0000,12691716.2521,26134044503.5500,107991919.4362,0.0000,-1.8262
300806.SZ,斯迪克,11.3791,-48.5488,-0.1898,839.0754,3.4673,2285931419.0000,9445997.5992,26011774766.4300,107486672.5886,0.0000,-36.4929
300807.SZ,天迈科技,31.8588,-5.0034,0.1538,2792.1254,11.5377,1367169584.0000,5649461.0909,43556413146.6000,179985178.2917,0.0000,7.0525
300808.SZ,久量股份,15.6975,25.0386,0.1644,1004.3514,4.1502,986144391.0000,4074976.8223,15480026505.1200,63967051.6741,0.0000,37.0945
300809.SZ,华辰装备,24.8299,0.5693,0.0686,1328.0701,5.4879,1697005427.0000,7012419.1198,42136543980.4300,174117950.3324,0.0000,12.6251
300810.SZ,中科海讯,18.0143,-18.6176,-0.0020,615.5068,2.5434,701651899.0000,2899388.0124,12639761703.2700,52230420.2614,0.0000,-6.5617
300811.SZ,铂科新材,50.7384,-20.9254,0.1020,553.7798,2.2883,946519193.0000,3911236.3347,48024910879.5400,198450044.9568,0.0000,-8.8695
300812.SZ,易天股份,28.0446,-13.9685,0.0567,2820.7147,11.6558,2525568562.0000,10436233.7273,70828588524.8900,292680117.8715,0.0000,-1.9127
300813.SZ,泰林生物,20.7951,-38.7988,-0.1210,826.2268,3.4142,485510903.0000,2006243.4008,10096246625.8300,41720027.3795,0.0000,-26.7429
300814.SZ,中富电路,32.8376,-11.0019,0.0652,3809.6885,15.7425,1935172780.0000,7996581.7355,63546477991.1000,262588752.0293,0.0000,1.0540
300815.SZ,玉禾田,13.6653,-18.3743,-0.0511,226.2110,0.9348,877228235.0000,3624910.0620,11987562622.7600,49535382.7387,0.0000,-6.3184
300816.SZ,艾可蓝,22.2640,-29.3550,-0.0834,643.6521,2.6597,309239271.0000,1277848.2273,6884897073.5100,28449987.9071,0.0000,-17.2991
300817.SZ,双飞集团,13.2650,-38.5526,-0.0130,1189.3040,4.9145,1272452499.0000,5258068.1777,16879032404.2800,69748067.7863,0.0000,-26.4968
300818.SZ,耐普矿机,30.1380,-25.7696,0.0553,507.5850,2.0975,370913239.0000,1532699.3347,11178580991.4600,46192483.4358,0.0000,-13.7138
300819.SZ,聚杰微纤,13.8450,-19.0262,-0.0143,522.5601,2.1593,704213704.0000,2909973.9835,9749867403.7300,40288708.2799,0.0000,-6.9703
300820.SZ,英杰电气,49.4686,-43.2051,-0.1729,759.8845,3.1400,815977439.0000,3371807.5992,40365245682.2500,166798535.8771,0.0000,-31.1493
300821.SZ,东岳硅材,7.9754,-37.0019,-0.1534,150.7083,0.6228,1808499749.0000,7473139.4587,14423469869.3200,59601115.1625,0.0000,-24.9460
300822.SZ,贝仕达克,12.6954,-20.0969,0.1305,631.7296,2.6105,1556337827.0000,6431148.0455,19758287934.1300,81645817.9096,0.0000,-8.0410
300823.SZ,建科智能,18.1145,-41.4773,0.0191,1749.1982,7.2281,1008974769.0000,4169317.2273,18277080183.4500,75525124.7250,0.0000,-29.4214
300824.SZ,北鼎股份,8.7330,-23.8894,-0.0561,344.0775,1.4218,1087492275.0000,4493769.7314,9497039926.6900,39243966.6392,0.0000,-11.8336
300825.SZ,阿尔特,13.7134,-41.4769,-0.1371,839.7875,3.4702,4001728338.0000,16536067.5124,54877209820.8900,226765329.8384,0.0000,-29.4210
300826.SZ,测绘股份,15.5738,-16.2107,0.0353,1280.1249,5.2898,1860644930.0000,7688615.4132,28977264334.6900,119740761.7136,0.0000,-4.1548
300827.SZ,上能电气,28.0025,-11.8313,-0.0045,848.6364,3.5068,2206853002.0000,9119227.2810,61797454079.0700,255361380.4920,0.0000,0.2246
300828.SZ,锐新科技,13.5742,-21.9629,-0.0149,908.9734,3.7561,1123721179.0000,4643475.9463,15253579756.6700,63031321.3086,0.0000,-9.9071
300829.SZ,金丹科技,17.7426,-34.7806,-0.1257,427.7422,1.7675,516595846.0000,2134693.5785,9165747681.0700,37874990.4176,0.0000,-22.7247
300830.SZ,金现代,7.0566,-37.4718,-0.1315,723.9045,2.9913,2249544430.0000,9295638.1405,15874195747.6500,65595850.1969,0.0000,-25.4159
300831.SZ,派瑞股份,11.3216,-13.1188,-0.0055,634.1996,2.6207,1169998361.0000,4834703.9711,13246300285.8300,54736778.0406,0.0000,-1.0629
300832.SZ,新产业,69.4394,15.6936,0.0914,111.6662,0.4614,779856394.0000,3222547.0826,54152770327.0600,223771778.2110,0.0000,27.7495
300833.SZ,浩洋股份,80.3999,-64.2812,-0.2093,164.2962,0.6789,96770021.0000,399876.1198,7780303683.9200,32150015.2228,0.0000,-52.2253
300834.SZ,星辉环材,20.0809,-26.3700,-0.0932,390.7258,1.6146,239932644.0000,991457.2066,4818062510.3400,19909349.2163,0.0000,-14.3141
300835.SZ,龙磁科技,26.6085,-21.8707,-0.0591,1015.8467,4.1977,826374540.0000,3414770.8264,21988623187.4500,90862079.2870,0.0000,-9.8149
300836.SZ,佰奥智能,29.0047,43.2722,0.2655,1231.5994,5.0893,526274640.0000,2174688.5950,15264450139.0900,63076240.2442,0.0000,55.3280
300837.SZ,浙矿股份,25.7990,-46.0050,-0.2075,328.9932,1.3595,232210245.0000,959546.4669,5990791585.2000,24755337.1289,0.0000,-33.9491
300838.SZ,浙江力诺,13.6986,-41.4918,-0.1718,371.6698,1.5358,376302952.0000,1554970.8760,5154822512.0600,21300919.4713,0.0000,-29.4360
300839.SZ,博汇股份,8.3501,-39.3039,-0.1325,465.3633,1.9230,1117775335.0000,4618906.3430,9333564968.5400,38568450.2832,0.0000,-27.2480
300840.SZ,酷特智能,14.8051,-34.8125,-0.1364,870.2267,3.5960,1541042098.0000,6367942.5537,22815244838.7400,94277871.2345,0.0000,-22.7567
300841.SZ,康华生物,63.2093,-17.2541,-0.0300,405.5249,1.6757,486648827.0000,2010945.5661,30760721443.2200,127110419.1869,0.0000,-5.1982
300842.SZ,帝科股份,63.0659,-45.7954,-0.0579,1108.2266,4.5794,1068446299.0000,4415067.3512,67382574372.7500,278440389.9700,0.0000,-33.7395
300843.SZ,胜蓝股份,26.6396,42.6431,0.2786,1145.8932,4.7351,1630572623.0000,6737903.4008,43437840176.5900,179495207.3413,0.0000,54.6990
300844.SZ,山水比德,33.0271,-45.1780,-0.1188,4071.2633,16.8234,682356171.0000,2819653.5992,22536254982.5800,93125020.5892,0.0000,-33.1221
300845.SZ,捷安高科,14.4247,-50.0246,-0.0747,1150.6559,4.7548,1036386737.0000,4282589.8223,14949608301.3100,61775240.9145,0.0000,-37.9687
300846.SZ,首都在线,13.6692,-31.4136,-0.0751,1475.2213,6.0960,5258065191.0000,21727542.1116,71873585063.3200,296998285.3856,0.0000,-19.3577
300847.SZ,中船汉光,16.3182,-21.9278,-0.0554,680.7224,2.8129,2015006388.0000,8326472.6777,32881275487.6400,135873039.2051,0.0000,-9.8720
300848.SZ,美瑞新材,18.4860,-33.6511,-0.0234,224.9070,0.9294,425757532.0000,1759328.6446,7870566523.0900,32523002.1615,0.0000,-21.5952
300849.SZ,锦盛新材,12.4091,17.0962,0.0893,382.4580,1.5804,464564141.0000,1919686.5331,5764815447.3800,23821551.4355,0.0000,29.1521
300850.SZ,新强联,24.5515,-49.7445,-0.2332,688.3078,2.8442,1656515991.0000,6845107.4008,40669914577.0700,168057498.2524,0.0000,-37.6886
300851.SZ,交大思诺,26.4574,-12.2080,0.0295,857.7428,3.5444,395878316.0000,1635860.8099,10473913186.6400,43280633.0026,0.0000,-0.1521
300852.SZ,四会富仕,29.3428,-40.5227,-0.0271,429.2998,1.7740,514460949.0000,2125871.6901,15095735624.5000,62379072.8285,0.0000,-28.4668
300853.SZ,申昊科技,21.8498,-57.2581,-0.2948,663.8150,2.7430,707065597.0000,2921758.6653,15449271511.7000,63839964.9244,0.0000,-45.2022
300854.SZ,中兰环保,14.4288,-41.1663,-0.1335,1587.7926,6.5611,730081371.0000,3016865.1694,10534230872.0300,43529879.6365,0.0000,-29.1104
300855.SZ,图南股份,26.7007,-27.7546,-0.0983,218.4473,0.9027,620249153.0000,2563013.0289,16561067693.8700,68434164.0243,0.0000,-15.6987
300856.SZ,科思股份,53.2595,-55.9602,-0.0065,253.9506,1.0494,539822645.0000,2230672.0868,28750678128.5300,118804455.0766,0.0000,-43.9043
300857.SZ,协创数据,47.9341,122.7564,0.4170,976.8334,4.0365,2363517984.0000,9766603.2397,113293184189.0000,468153653.6736,0.0000,134.8123
300858.SZ,科拓生物,17.7063,-24.2175,-0.0857,299.9810,1.2396,555370398.0000,2294919.0000,9833539347.2900,40634460.1128,0.0000,-12.1616
300859.SZ,西域旅游,27.9095,6.5821,0.0724,692.6325,2.8740,1073580343.0000,4454690.2199,29963120495.0700,124328300.8094,0.0000,18.6380
300860.SZ,锋尚文化,37.5839,-65.1355,-0.2450,577.4528,2.3862,406512341.0000,1679803.0620,15278324060.8900,63133570.4995,0.0000,-53.0796
300861.SZ,美畅股份,28.8599,-58.2539,-0.3291,324.1126,1.3393,901755552.0000,3726262.6116,26024557814.5500,107539495.1014,0.0000,-46.1981
300862.SZ,蓝盾光电,30.1533,-24.4745,0.0786,517.0756,2.1367,630899921.0000,2607024.4669,19023684292.6200,78610265.6720,0.0000,-12.4187
300863.SZ,卡倍亿,43.2879,-31.1436,0.0314,1058.4415,4.3737,382484015.0000,1580512.4587,16556925930.2200,68417049.2984,0.0000,-19.0877
300864.SZ,南大环境,21.8318,-15.3677,-0.0248,422.0626,1.7441,362932879.0000,1499722.6405,7923489115.0500,32741690.5581,0.0000,-3.3118
